                  盛和资源 (600392)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	  KDJ.K     	  KDJ.D     	  KDJ.J     	 BOLL.BOLL  	 BOLL.UB    	 BOLL.LB    	
 2016/11/17	  15.040	  15.450	  14.950	  15.220	       28225184	     15.270	     15.173	     14.729	     14.594	           	      0.000	 282251.844	 380400.000	 447379.188	      0.217	      0.146	      0.141	     64.123	     67.757	     56.856	     14.729	     15.711	     13.747	
 2016/11/18	  15.100	  15.150	  14.860	  14.900	       21656860	     15.140	     15.160	     14.765	     14.616	           	      0.000	 216568.594	 293830.406	 385205.594	      0.191	      0.155	      0.071	     48.146	     61.220	     21.997	     14.765	     15.715	     13.815	
 2016/11/21	  14.880	  15.040	  14.620	  14.690	       21548316	     15.022	     15.128	     14.781	     14.624	           	      0.000	 215483.156	 258544.000	 363236.813	      0.151	      0.154	     -0.006	     34.109	     52.183	     -2.040	     14.781	     15.714	     13.847	
 2016/11/22	  14.740	  14.930	  14.670	  14.870	       15448580	     14.964	     15.122	     14.787	     14.638	           	      0.000	 154485.797	 212828.797	 353196.813	      0.133	      0.150	     -0.034	     29.923	     44.763	      0.243	     14.787	     15.721	     13.853	
 2016/11/23	  14.850	  15.120	  14.690	  14.820	       20747056	     14.900	     15.088	     14.806	     14.653	           	      0.000	 207470.563	 215251.203	 313916.000	      0.114	      0.143	     -0.058	     25.696	     38.407	      0.273	     14.806	     15.726	     13.886	
 2016/11/24	  14.840	  15.190	  14.840	  14.970	       31851766	     14.850	     15.060	     14.840	     14.673	           	      0.000	 318517.656	 222505.594	 301452.813	      0.109	      0.136	     -0.054	     27.188	     34.667	     12.229	     14.840	     15.729	     13.951	
 2016/11/25	  15.090	  15.090	  14.300	  14.600	       22718540	     14.790	     14.965	     14.868	     14.690	           	      0.000	 227185.406	 224628.797	 259229.594	      0.074	      0.124	     -0.099	     24.882	     31.406	     11.835	     14.868	     15.682	     14.055	
 2016/11/28	  14.770	  14.910	  14.500	  14.760	       20462388	     14.804	     14.913	     14.900	     14.713	           	      0.000	 204623.875	 222457.594	 240500.797	      0.059	      0.111	     -0.103	     29.921	     30.911	     27.942	     14.900	     15.638	     14.162	
 2016/11/29	  14.700	  14.700	  14.300	  14.330	       22020664	     14.696	     14.830	     14.901	     14.710	           	      0.000	 220206.641	 235601.594	 224215.203	      0.012	      0.091	     -0.157	     20.817	     27.546	      7.359	     14.901	     15.634	     14.169	
 2016/11/30	  14.270	  14.460	  14.120	  14.260	       14388339	     14.584	     14.742	     14.909	     14.706	           	      0.000	 143883.391	 222883.203	 219067.203	     -0.030	      0.067	     -0.194	     18.239	     24.444	      5.830	     14.909	     15.610	     14.208	
 2016/12/01	  14.250	  14.520	  14.250	  14.370	       10337861	     14.464	     14.657	     14.915	     14.705	           	      0.000	 103378.609	 179854.406	 201180.000	     -0.054	      0.043	     -0.194	     19.948	     22.945	     13.953	     14.915	     15.594	     14.236	
 2016/12/02	  14.330	  14.430	  13.670	  13.800	       26142454	     14.304	     14.547	     14.853	     14.692	           	      0.000	 261424.547	 186704.000	 205666.406	     -0.118	      0.011	     -0.257	     16.149	     20.680	      7.088	     14.853	     15.693	     14.014	
 2016/12/05	  13.650	  13.930	  13.500	  13.770	       10446524	     14.106	     14.455	     14.792	     14.672	           	      0.000	 104465.242	 166672.000	 194564.797	     -0.169	     -0.025	     -0.287	     16.092	     19.151	      9.974	     14.792	     15.756	     13.827	
 2016/12/06	  13.800	  14.100	  13.500	  14.040	       17201588	     14.048	     14.372	     14.747	     14.649	           	      0.000	 172015.875	 157033.594	 196317.594	     -0.185	     -0.057	     -0.256	     21.379	     19.893	     24.350	     14.747	     15.765	     13.729	
 2016/12/07	  14.090	  14.090	  13.840	  14.020	       14634967	     14.000	     14.292	     14.690	     14.635	           	      0.000	 146349.672	 157526.406	 190204.797	     -0.198	     -0.085	     -0.225	     25.154	     21.647	     32.168	     14.690	     15.738	     13.642	
 2016/12/15	  12.620	  13.780	  12.620	  13.270	       42085456	     13.780	     14.122	     14.591	     14.601	           	      0.000	 420854.563	 221022.406	 200438.406	     -0.265	     -0.121	     -0.287	     26.231	     23.175	     32.343	     14.591	     15.781	     13.401	
 2016/12/16	  12.980	  13.800	  12.890	  13.770	       31615402	     13.774	     14.039	     14.502	     14.592	           	      0.000	 316154.031	 231966.406	 209335.203	     -0.275	     -0.152	     -0.246	     35.917	     27.422	     52.906	     14.502	     15.655	     13.349	
 2016/12/19	  13.700	  14.300	  13.480	  14.120	       26721690	     13.844	     13.975	     14.444	     14.592	           	      0.000	 267216.906	 264518.406	 215595.203	     -0.251	     -0.172	     -0.159	     50.260	     35.035	     80.711	     14.444	     15.548	     13.340	
 2016/12/20	  13.950	  14.330	  13.940	  14.170	       23160368	     13.870	     13.959	     14.395	     14.587	           	      0.000	 231603.688	 276435.188	 216734.406	     -0.226	     -0.183	     -0.087	     60.700	     43.590	     94.920	     14.395	     15.451	     13.338	
 2016/12/21	  14.090	  14.230	  13.970	  14.050	       12042500	     13.876	     13.938	     14.340	     14.585	           	      0.000	 120425.000	 271251.188	 214388.797	     -0.214	     -0.189	     -0.049	     66.802	     51.327	     97.751	     14.340	     15.346	     13.334	
 2016/12/22	  14.000	  14.480	  13.750	  14.240	       24352980	     14.070	     13.925	     14.291	     14.585	           	      0.000	 243529.797	 235785.594	 228404.000	     -0.186	     -0.188	      0.005	     73.567	     58.740	    103.220	     14.291	     15.208	     13.374	
 2016/12/23	  14.600	  14.600	  14.030	  14.060	       16543296	     14.128	     13.951	     14.249	     14.553	           	      0.000	 165432.953	 205641.594	 218804.000	     -0.177	     -0.186	      0.019	     73.287	     63.589	     92.682	     14.249	     15.125	     13.373	
 2016/12/26	  13.890	  14.100	  13.680	  13.990	       12065481	     14.102	     13.973	     14.214	     14.519	           	      0.000	 120654.813	 176328.000	 220423.203	     -0.173	     -0.183	      0.021	     71.922	     66.367	     83.032	     14.214	     15.072	     13.356	
 2016/12/27	  14.000	  14.270	  13.900	  13.920	        8714395	     14.052	     13.961	     14.167	     14.485	           	      0.000	  87143.953	 147436.797	 211936.000	     -0.174	     -0.181	      0.016	     69.833	     67.522	     74.456	     14.167	     14.975	     13.358	
 2016/12/28	  13.950	  14.030	  13.500	  13.640	        9544201	     13.970	     13.923	     14.107	     14.434	           	      0.000	  95442.008	 142441.594	 206846.406	     -0.194	     -0.184	     -0.021	     61.176	     65.407	     52.713	     14.107	     14.887	     13.328	
 2016/12/29	  13.470	  13.680	  13.340	  13.360	        8524097	     13.794	     13.932	     14.027	     14.371	           	      0.000	  85240.969	 110784.000	 173284.797	     -0.231	     -0.193	     -0.075	     41.313	     57.375	      9.187	     14.027	     14.763	     13.291	
 2016/12/30	  13.340	  13.530	  13.260	  13.330	        7741755	     13.648	     13.888	     13.964	     14.297	           	      0.000	  77417.547	  93180.797	 149411.203	     -0.259	     -0.207	     -0.105	     29.283	     48.011	     -8.173	     13.964	     14.710	     13.217	
 2017/01/03	  13.300	  13.520	  13.300	  13.400	        5755314	     13.530	     13.816	     13.895	     14.235	           	      0.000	  57553.141	  80560.000	 128444.000	     -0.273	     -0.220	     -0.106	     23.005	     39.676	    -10.338	     13.895	     14.582	     13.209	
 2017/01/04	  13.470	  13.470	  13.100	  13.360	       18402076	     13.418	     13.735	     13.847	     14.175	           	      0.000	 184020.766	  99936.000	 123686.398	     -0.284	     -0.233	     -0.102	     21.114	     33.489	     -3.635	     13.847	     14.541	     13.153	
 2017/01/05	  13.360	  13.430	  13.230	  13.260	       10202650	     13.342	     13.656	     13.797	     14.112	           	      0.000	 102026.500	 101251.203	 121846.398	     -0.297	     -0.246	     -0.103	     17.632	     28.203	     -3.511	     13.797	     14.510	     13.084	
 2017/01/06	  13.300	  13.370	  13.000	  13.080	       10848861	     13.286	     13.540	     13.732	     14.041	           	      0.000	 108488.609	 105900.797	 108342.398	     -0.318	     -0.260	     -0.116	     13.854	     23.420	     -5.277	     13.732	     14.460	     13.005	
 2017/01/09	  13.050	  13.130	  12.920	  13.110	        8629096	     13.242	     13.445	     13.698	     13.981	           	      0.000	  86290.961	 107675.203	 100428.000	     -0.329	     -0.274	     -0.110	     13.927	     20.256	      1.271	     13.698	     14.476	     12.920	
 2017/01/10	  13.020	  13.250	  13.020	  13.140	       10153550	     13.190	     13.360	     13.667	     13.929	           	      0.000	 101535.500	 116472.000	  98516.000	     -0.331	     -0.285	     -0.092	     15.892	     18.801	     10.073	     13.667	     14.482	     12.851	
 2017/01/11	  13.160	  13.170	  12.860	  12.880	        9015902	     13.094	     13.256	     13.608	     13.863	           	      0.000	  90159.023	  97699.203	  98817.602	     -0.350	     -0.298	     -0.103	     11.407	     16.337	      1.549	     13.608	     14.476	     12.741	
 2017/01/12	  12.890	  13.000	  12.380	  12.540	       10499129	     12.950	     13.146	     13.534	     13.787	           	      0.000	 104991.289	  98292.797	  99772.000	     -0.388	     -0.316	     -0.143	     12.243	     14.972	      6.784	     13.534	     14.501	     12.568	
 2017/01/13	  12.540	  12.570	  11.470	  11.670	       19443952	     12.668	     12.977	     13.454	     13.677	           	      0.000	 194439.516	 115483.203	 110692.000	     -0.482	     -0.349	     -0.266	     11.414	     13.786	      6.670	     13.454	     14.729	     12.180	
 2017/01/16	  11.660	  11.830	  10.500	  10.730	       27746340	     12.192	     12.717	     13.302	     13.548	           	      0.000	 277463.406	 153718.406	 130696.797	     -0.626	     -0.405	     -0.442	     10.191	     12.587	      5.397	     13.302	     15.054	     11.551	
 2017/01/17	  10.530	  10.800	  10.200	  10.770	       21180460	     11.718	     12.454	     13.135	     13.415	           	      0.000	 211804.594	 175772.797	 146122.406	     -0.728	     -0.469	     -0.517	     12.676	     12.617	     12.794	     13.135	     15.175	     11.095	
 2017/01/18	  10.590	  10.720	  10.430	  10.500	       10960614	     11.242	     12.168	     12.951	     13.287	           	      0.000	 109606.141	 179660.797	 138680.000	     -0.821	     -0.540	     -0.563	     11.605	     12.280	     10.256	     12.951	     15.244	     10.659	
 2017/01/19	  10.530	  10.530	  10.150	  10.300	       19217644	     10.794	     11.872	     12.764	     13.155	           	      0.000	 192176.438	 197097.594	 147695.203	     -0.901	     -0.612	     -0.578	      9.350	     11.303	      5.443	     12.764	     15.280	     10.248	
 2017/01/20	  10.200	  10.500	  10.150	  10.440	       13755502	     10.548	     11.608	     12.574	     13.024	           	      0.000	 137555.016	 185721.594	 150602.406	     -0.942	     -0.678	     -0.528	      9.351	     10.653	      6.749	     12.574	     15.193	      9.955	
 2017/01/23	  10.450	  10.850	  10.430	  10.710	       22558892	     10.544	     11.368	     12.406	     12.921	           	      0.000	 225588.922	 175345.594	 164532.000	     -0.942	     -0.731	     -0.422	     12.415	     11.240	     14.766	     12.406	     15.054	      9.759	
 2017/01/24	  10.650	  10.790	  10.550	  10.650	        9817963	     10.520	     11.119	     12.240	     12.817	           	      0.000	  98179.633	 152620.797	 164196.797	     -0.936	     -0.772	     -0.328	     14.125	     12.202	     17.971	     12.240	     14.887	      9.592	
 2017/01/25	  10.650	  10.830	  10.620	  10.750	        9208023	     10.570	     10.906	     12.081	     12.708	           	      0.000	  92080.227	 149116.797	 164388.797	     -0.912	     -0.800	     -0.225	     17.681	     14.028	     24.987	     12.081	     14.684	      9.478	
 2017/01/26	  10.730	  11.670	  10.730	  11.520	       24421896	     10.814	     10.804	     11.975	     12.624	           	      0.000	 244218.953	 159524.797	 178311.203	     -0.822	     -0.804	     -0.036	     38.970	     22.342	     72.226	     11.975	     14.482	      9.468	
 2017/02/03	  11.410	  11.830	  11.360	  11.550	       17955484	     11.036	     10.792	     11.884	     12.567	           	      0.000	 179554.844	 167924.797	 176823.203	     -0.740	     -0.791	      0.103	     53.758	     32.814	     95.645	     11.884	     14.310	      9.459	
 2017/02/06	  11.400	  11.620	  11.200	  11.470	       11048205	     11.188	     10.866	     11.792	     12.490	           	      0.000	 110482.047	 144904.000	 160124.797	     -0.673	     -0.768	      0.189	     62.029	     42.552	    100.982	     11.792	     14.125	      9.458	
 2017/02/07	  11.480	  11.620	  11.390	  11.550	       10002256	     11.368	     10.944	     11.699	     12.405	           	      0.000	 100022.563	 145272.000	 148946.406	     -0.607	     -0.736	      0.257	     69.130	     51.412	    104.568	     11.699	     13.907	      9.491	
 2017/02/08	  11.510	  11.780	  11.490	  11.730	       16106833	     11.564	     11.067	     11.617	     12.323	           	      0.000	 161068.328	 159068.797	 154092.797	     -0.534	     -0.695	      0.323	     77.436	     60.086	    112.135	     11.617	     13.683	      9.552	
 2017/02/09	  11.970	  12.120	  11.720	  11.980	       18802232	     11.656	     11.235	     11.553	     12.254	           	      0.000	 188022.313	 147830.406	 153677.594	     -0.451	     -0.646	      0.392	     82.196	     67.456	    111.676	     11.553	     13.480	      9.627	
 2017/02/10	  11.910	  11.990	  11.740	  11.880	       13099529	     11.722	     11.379	     11.494	     12.176	           	      0.000	 130995.289	 138116.797	 153020.797	     -0.388	     -0.595	      0.413	     83.035	     72.649	    103.807	     11.494	     13.290	      9.697	
 2017/02/13	  12.020	  12.300	  11.940	  12.030	       16859744	     11.834	     11.511	     11.440	     12.108	           	      0.000	 168597.438	 149740.797	 147322.406	     -0.323	     -0.540	      0.435	     83.333	     76.211	     97.578	     11.440	     13.090	      9.789	
 2017/02/14	  11.960	  12.030	  11.620	  11.810	       19891692	     11.886	     11.627	     11.373	     12.035	           	      0.000	 198916.922	 169520.000	 157396.000	     -0.285	     -0.489	      0.408	     78.485	     76.969	     81.518	     11.373	     12.831	      9.915	
 2017/02/15	  12.170	  12.180	  11.620	  11.680	       17297224	     11.876	     11.720	     11.313	     11.961	           	      0.000	 172972.234	 171900.797	 165484.797	     -0.263	     -0.444	      0.362	     66.869	     73.602	     53.403	     11.313	     12.599	     10.027	
 2017/02/16	  11.720	  12.850	  11.720	  12.850	       41464952	     12.050	     11.853	     11.328	     11.934	           	      0.000	 414649.531	 217225.594	 182528.000	     -0.150	     -0.385	      0.471	     77.913	     75.039	     83.660	     11.328	     12.682	      9.975	
 2017/02/17	  13.220	  13.450	  12.900	  13.060	       74184864	     12.286	     12.004	     11.398	     11.924	           	      0.000	 741848.625	 339396.813	 238756.797	     -0.042	     -0.317	      0.549	     78.964	     76.347	     84.198	     11.398	     12.953	      9.843	
 2017/02/20	  12.860	  13.180	  12.700	  13.030	       32304992	     12.486	     12.160	     11.513	     11.914	           	      0.000	 323049.906	 370288.000	 260014.406	      0.040	     -0.245	      0.571	     78.833	     77.176	     82.148	     11.513	     13.195	      9.831	
 2017/02/21	  13.090	  13.340	  12.820	  13.110	       32979336	     12.746	     12.316	     11.630	     11.905	           	      0.000	 329793.375	 396462.406	 282991.188	      0.111	     -0.174	      0.569	     79.696	     78.016	     83.056	     11.630	     13.417	      9.843	
 2017/02/22	  13.000	  13.320	  12.930	  13.090	       23598298	     13.028	     12.452	     11.759	     11.896	           	      0.000	 235982.984	 409065.594	 290483.188	      0.163	     -0.107	      0.539	     79.907	     78.646	     82.427	     11.759	     13.577	      9.942	
 2017/02/23	  13.110	  13.620	  13.070	  13.180	       36670420	     13.094	     12.572	     11.903	     11.893	           	      0.000	 366704.188	 399476.813	 308351.188	      0.209	     -0.044	      0.505	     79.271	     78.854	     80.104	     11.903	     13.690	     10.117	
 2017/02/24	  13.000	  13.010	  12.680	  12.830	       22967492	     13.048	     12.667	     12.023	     11.885	           	      0.000	 229674.922	 297041.594	 318219.188	      0.215	      0.008	      0.414	     73.014	     76.908	     65.227	     12.023	     13.714	     10.332	
 2017/02/27	  12.780	  12.920	  12.600	  12.630	       16837548	     12.968	     12.727	     12.119	     11.869	           	      0.000	 168375.484	 266105.594	 318196.813	      0.201	      0.047	      0.309	     65.509	     73.108	     50.312	     12.119	     13.712	     10.526	
 2017/02/28	  12.550	  12.970	  12.550	  12.840	       18142662	     12.914	     12.830	     12.228	     11.859	           	      0.000	 181426.625	 236432.000	 316447.188	      0.205	      0.079	      0.253	     63.322	     69.846	     50.274	     12.228	     13.692	     10.765	
 2017/03/01	  12.750	  13.510	  12.750	  13.140	       34125848	     12.924	     12.976	     12.348	     11.867	           	      0.000	 341258.469	 257488.000	 333276.813	      0.230	      0.109	      0.242	     60.595	     66.762	     48.260	     12.348	     13.688	     11.008	
 2017/03/02	  13.090	  13.570	  13.050	  13.300	       41532496	     12.948	     13.021	     12.437	     11.893	           	      0.000	 415324.969	 267211.188	 333344.000	      0.259	      0.139	      0.240	     63.761	     65.762	     59.759	     12.437	     13.782	     11.092	
 2017/03/03	  13.170	  13.400	  13.030	  13.290	       21856920	     13.040	     13.044	     12.524	     11.947	           	      0.000	 218569.203	 264992.000	 281016.813	      0.278	      0.167	      0.223	     65.560	     65.695	     65.291	     12.524	     13.853	     11.195	
 2017/03/06	  13.400	  13.420	  13.210	  13.340	       16582283	     13.182	     13.075	     12.618	     12.034	           	      0.000	 165822.828	 264480.000	 265292.813	      0.294	      0.192	      0.204	     68.317	     66.569	     71.814	     12.618	     13.896	     11.339	
 2017/03/07	  13.340	  13.570	  13.150	  13.300	       19691520	     13.274	     13.094	     12.705	     12.118	           	      0.000	 196915.203	 267579.188	 252005.594	      0.300	      0.214	      0.173	     68.909	     67.349	     72.030	     12.705	     13.913	     11.497	
 2017/03/08	  13.280	  13.280	  13.000	  13.110	       14949417	     13.268	     13.096	     12.774	     12.205	           	      0.000	 149494.172	 229225.594	 243356.797	      0.286	      0.228	      0.116	     64.240	     66.313	     60.095	     12.774	     13.903	     11.645	
 2017/03/09	  13.080	  13.080	  12.800	  12.830	       13384366	     13.174	     13.061	     12.817	     12.289	           	      0.000	 133843.656	 172929.594	 220070.406	      0.250	      0.232	      0.034	     51.977	     61.534	     32.863	     12.817	     13.882	     11.751	
 2017/03/10	  12.880	  13.160	  12.790	  12.930	       14035323	     13.102	     13.071	     12.869	     12.372	           	      0.000	 140353.234	 157284.797	 211138.406	      0.226	      0.231	     -0.010	     47.070	     56.713	     27.784	     12.869	     13.839	     11.899	
 2017/03/13	  12.880	  13.480	  12.870	  13.410	       26298884	     13.116	     13.149	     12.938	     12.462	           	      0.000	 262988.844	 176720.000	 220600.000	      0.243	      0.234	      0.020	     58.209	     57.212	     60.204	     12.938	     13.852	     12.024	
 2017/03/14	  13.450	  13.800	  13.410	  13.450	       25232158	     13.146	     13.210	     13.020	     12.556	           	      0.000	 252321.578	 187800.000	 227689.594	      0.257	      0.238	      0.038	     60.588	     58.337	     65.090	     13.020	     13.791	     12.249	
 2017/03/15	  13.360	  13.670	  13.260	  13.530	       17084060	     13.230	     13.249	     13.113	     12.648	           	      0.000	 170840.594	 192068.797	 210647.203	      0.272	      0.245	      0.053	     64.815	     60.496	     73.451	     13.113	     13.597	     12.628	
 2017/03/16	  13.620	  13.980	  13.510	  13.880	       28756456	     13.440	     13.307	     13.164	     12.727	           	      0.000	 287564.563	 222814.406	 197872.000	      0.308	      0.258	      0.101	     73.742	     64.911	     91.403	     13.164	     13.741	     12.587	
 2017/03/17	  13.900	  14.970	  13.900	  14.260	       58061724	     13.706	     13.404	     13.224	     12.817	           	      0.000	 580617.250	 310867.188	 234076.000	      0.363	      0.279	      0.169	     71.638	     67.154	     80.608	     13.224	     13.978	     12.470	
 2017/03/20	  14.370	  14.960	  14.340	  14.520	       47507888	     13.928	     13.522	     13.298	     12.919	           	      0.000	 475078.875	 353284.813	 265002.406	      0.423	      0.308	      0.230	     74.212	     69.506	     83.622	     13.298	     14.242	     12.355	
 2017/03/21	  14.270	  14.360	  14.050	  14.110	       29086140	     14.060	     13.603	     13.349	     13.004	           	      0.000	 290861.406	 360992.000	 274396.000	      0.432	      0.332	      0.199	     69.658	     69.557	     69.860	     13.349	     14.354	     12.343	
 2017/03/22	  14.020	  14.390	  13.800	  14.080	       27321044	     14.170	     13.700	     13.398	     13.083	           	      0.000	 273210.438	 381467.188	 286768.000	      0.432	      0.352	      0.159	     66.163	     68.426	     61.639	     13.398	     14.447	     12.349	
 2017/03/23	  14.140	  14.360	  13.850	  14.160	       22228412	     14.226	     13.833	     13.447	     13.155	           	      0.000	 222284.125	 368409.594	 295612.000	      0.433	      0.369	      0.130	     64.585	     67.145	     59.464	     13.447	     14.543	     12.351	
 2017/03/24	  14.140	  14.330	  13.700	  13.900	       20657920	     14.154	     13.930	     13.500	     13.223	           	      0.000	 206579.203	 293603.188	 302235.188	      0.409	      0.377	      0.065	     55.532	     63.274	     40.048	     13.500	     14.574	     12.427	
 2017/03/27	  13.820	  14.100	  13.620	  13.980	       17998304	     14.046	     13.987	     13.568	     13.288	           	      0.000	 179983.047	 234582.406	 293933.594	      0.391	      0.380	      0.024	     51.057	     59.202	     34.766	     13.568	     14.579	     12.557	
 2017/03/28	  13.870	  14.060	  13.870	  13.940	       10673979	     14.012	     14.036	     13.623	     13.359	           	      0.000	 106739.789	 197760.000	 279376.000	      0.370	      0.378	     -0.015	     43.855	     54.086	     23.393	     13.623	     14.586	     12.660	
 2017/03/29	  13.910	  14.270	  13.740	  13.770	       17911072	     13.950	     14.060	     13.654	     13.428	           	      0.000	 179110.719	 178939.203	 280203.188	      0.335	      0.369	     -0.067	     32.940	     47.038	      4.746	     13.654	     14.592	     12.717	
 2017/03/30	  13.710	  13.770	  12.800	  12.840	       29081140	     13.686	     13.956	     13.631	     13.428	           	      0.000	 290811.406	 192644.797	 280527.188	      0.230	      0.341	     -0.222	     22.578	     38.884	    -10.036	     13.631	     14.626	     12.637	
 2017/03/31	  12.820	  12.980	  12.640	  12.870	       15159470	     13.480	     13.817	     13.611	     13.422	           	      0.000	 151594.703	 181646.406	 237624.797	      0.148	      0.303	     -0.310	     19.433	     32.400	     -6.503	     13.611	     14.652	     12.569	
 2017/04/05	  12.880	  13.290	  12.760	  13.140	       16870412	     13.312	     13.679	     13.600	     13.425	           	      0.000	 168704.125	 179392.000	 206987.203	      0.103	      0.263	     -0.320	     22.479	     29.093	      9.250	     13.600	     14.657	     12.544	
 2017/04/06	  13.180	  13.230	  13.030	  13.140	        9227780	     13.152	     13.582	     13.593	     13.426	           	      0.000	  92277.797	 176499.203	 187129.594	      0.067	      0.224	     -0.314	     24.676	     27.621	     18.786	     13.593	     14.661	     12.524	
 2017/04/07	  13.250	  13.360	  13.110	  13.140	       12550391	     13.026	     13.488	     13.594	     13.428	           	      0.000	 125503.906	 165777.594	 172358.406	      0.038	      0.186	     -0.298	     26.313	     27.185	     24.568	     13.594	     14.660	     12.528	
 2017/04/10	  13.080	  13.160	  12.710	  12.860	       13247722	     13.030	     13.358	     13.596	     13.417	           	      0.000	 132477.219	 134112.000	 163378.406	     -0.008	      0.148	     -0.311	     22.041	     25.470	     15.182	     13.596	     14.657	     12.534	
 2017/04/11	  12.860	  12.940	  12.310	  12.700	       14750772	     12.996	     13.238	     13.584	     13.413	           	      0.000	 147507.719	 133294.406	 157470.406	     -0.056	      0.107	     -0.326	     21.326	     24.089	     15.802	     13.584	     14.680	     12.488	
 2017/04/12	  12.700	  12.940	  12.530	  12.730	       12869893	     12.914	     13.113	     13.550	     13.416	           	      0.000	 128698.930	 125294.398	 152343.203	     -0.091	      0.067	     -0.317	     21.360	     23.179	     17.723	     13.550	     14.709	     12.391	
 2017/04/13	  12.600	  12.980	  12.580	  12.940	       12655008	     12.874	     13.013	     13.525	     13.420	           	      0.000	 126550.078	 132147.203	 154323.203	     -0.101	      0.033	     -0.269	     28.624	     24.994	     35.883	     13.525	     14.715	     12.334	
 2017/04/14	  12.950	  13.090	  12.770	  13.010	       14049260	     12.848	     12.937	     13.498	     13.415	           	      0.000	 140492.594	 135145.594	 150461.594	     -0.102	      0.006	     -0.216	     41.305	     30.431	     63.052	     13.498	     14.711	     12.286	
 2017/04/17	  12.980	  12.990	  12.670	  12.760	        8536521	     12.828	     12.929	     13.443	     13.397	           	      0.000	  85365.211	 125723.203	 129917.602	     -0.121	     -0.019	     -0.204	     41.822	     34.228	     57.010	     13.443	     14.684	     12.201	
 2017/04/18	  12.740	  12.850	  12.020	  12.190	       12354621	     12.726	     12.861	     13.339	     13.361	           	      0.000	 123546.211	 120931.203	 127112.797	     -0.180	     -0.051	     -0.258	     32.110	     33.522	     29.287	     13.339	     14.637	     12.041	
 2017/04/19	  12.080	  12.080	  11.600	  11.770	       14885003	     12.534	     12.724	     13.202	     13.308	           	      0.000	 148850.031	 124960.000	 125127.203	     -0.258	     -0.093	     -0.331	     24.627	     30.557	     12.766	     13.202	     14.554	     11.849	
 2017/04/20	  11.750	  12.110	  11.590	  11.770	       10806587	     12.300	     12.587	     13.084	     13.257	           	      0.000	 108065.867	 121264.000	 126705.602	     -0.316	     -0.137	     -0.358	     20.239	     27.118	      6.483	     13.084	     14.509	     11.660	
 2017/04/21	  11.750	  11.940	  11.700	  11.760	        6205483	     12.050	     12.449	     12.969	     13.212	           	      0.000	  62054.828	 105576.000	 120360.797	     -0.359	     -0.182	     -0.355	     17.271	     23.835	      4.141	     12.969	     14.429	     11.508	
 2017/04/24	  11.780	  11.800	  10.990	  11.120	       12314408	     11.722	     12.275	     12.817	     13.155	           	      0.000	 123144.078	 113131.203	 119427.203	     -0.439	     -0.233	     -0.412	     13.577	     20.416	     -0.100	     12.817	     14.384	     11.249	
 2017/04/25	  11.020	  11.280	  11.020	  11.100	        7453410	     11.504	     12.115	     12.677	     13.094	           	      0.000	  74534.102	 103329.602	 112130.398	     -0.499	     -0.286	     -0.425	     10.798	     17.210	     -2.027	     12.677	     14.334	     11.019	
 2017/04/26	  11.220	  11.350	  11.110	  11.330	        7257996	     11.416	     11.975	     12.544	     13.025	           	      0.000	  72579.961	  88076.797	 106518.398	     -0.522	     -0.333	     -0.376	     12.595	     15.672	      6.442	     12.544	     14.187	     10.901	
 2017/04/27	  11.000	  11.790	  11.000	  11.770	       11893215	     11.416	     11.858	     12.436	     12.969	           	      0.000	 118932.148	  90249.602	 105756.797	     -0.498	     -0.366	     -0.264	     21.397	     17.580	     29.030	     12.436	     13.973	     10.898	
 2017/04/28	  11.700	  11.970	  11.670	  11.920	        7811410	     11.448	     11.749	     12.343	     12.915	           	      0.000	  78114.102	  93460.797	  99518.398	     -0.462	     -0.386	     -0.154	     30.931	     22.030	     48.733	     12.343	     13.761	     10.926	
 2017/05/02	  11.940	  12.270	  11.820	  12.080	        9045164	     11.640	     11.681	     12.305	     12.855	           	      0.000	  90451.641	  86923.203	 100027.203	     -0.416	     -0.392	     -0.049	     49.006	     31.022	     84.974	     12.305	     13.707	     10.903	
 2017/05/03	  12.150	  12.500	  11.990	  12.080	       11202963	     11.836	     11.670	     12.265	     12.783	           	      0.000	 112029.633	  94420.797	  98875.203	     -0.375	     -0.388	      0.026	     56.733	     39.592	     91.013	     12.265	     13.645	     10.886	
 2017/05/04	  11.980	  12.280	  11.820	  12.160	        9737147	     12.002	     11.709	     12.217	     12.704	           	      0.000	  97371.469	  99379.203	  93728.000	     -0.333	     -0.377	      0.089	     63.650	     47.611	     95.726	     12.217	     13.533	     10.900	
 2017/05/05	  12.210	  12.400	  12.050	  12.140	       10174576	     12.076	     11.746	     12.167	     12.638	           	      0.000	 101745.758	  95942.398	  93096.000	     -0.297	     -0.361	      0.128	     67.819	     54.347	     94.763	     12.167	     13.410	     10.923	
 2017/05/08	  11.850	  12.090	  11.400	  11.670	        7308169	     12.026	     11.737	     12.093	     12.558	           	      0.000	  73081.688	  94936.000	  94198.398	     -0.303	     -0.350	      0.093	     60.102	     56.266	     67.774	     12.093	     13.265	     10.921	
